GeneId,GeneName,Chromosome,Strand,GeneStart,GeneEnd,KaryotypeBand,Synonyms
ENSG00000129514,FOXA1,14,-1,37589552,37596059,q21.1,HGNC:5021
ENSG00000139865,TTC6,14,1,37595847,38041442,q21.1,HGNC:19739
ENSG00000201431,RNU6-1277P,14,-1,37827798,37827904,q21.1,HGNC:48240
ENSG00000259091,LINC00517,14,-1,37896060,37902372,q21.1,HGNC:19831
ENSG00000139874,SSTR1,14,1,38207904,38213067,q21.1,HGNC:11330
ENSG00000176435,CLEC14A,14,-1,38254000,38256093,q21.1,HGNC:19832
ENSG00000258948,KRT8P1,14,1,38727275,38728481,q21.1,HGNC:20281
ENSG00000259070,LINC00639,14,-1,38738155,38948273,q21.1,HGNC:27502
ENSG00000100934,SEC23A,14,-1,39031919,39109646,q21.1,HGNC:10701
ENSG00000258651,SEC23A-AS1,14,1,39103140,39103812,q21.1,HGNC:53213
ENSG00000258591,PPIAP4,14,1,39108342,39108707,q21.1,HGNC:19935
ENSG00000092208,GEMIN2,14,1,39114285,39136973,q21.1,HGNC:10884
ENSG00000182400,TRAPPC6B,14,-1,39147811,39170532,q21.1,HGNC:23066
ENSG00000241984,RPL7AP2,14,1,39156742,39157852,q21.1,HGNC:23552
ENSG00000100941,PNN,14,1,39175183,39183220,q21.1,HGNC:9162
ENSG00000270503,YTHDF2P1,14,1,39215065,39216335,q21.1,HGNC:19865
ENSG00000150527,MIA2,14,1,39230231,39388513,q21.1,HGNC:18432
ENSG00000271424,GLRX5P3,14,-1,39370279,39370756,q21.1,HGNC:55064
ENSG00000259100,COILP1,14,-1,39385404,39387102,q21.1,HGNC:19927
ENSG00000165355,FBXO33,14,-1,39397669,39432500,q21.1,HGNC:19833
ENSG00000251363,LINC02315,14,1,40954693,41149309,q21.1,HGNC:53234
ENSG00000165379,LRFN5,14,1,41606876,41904549,q21.1,HGNC:20360
ENSG00000258536,FKBP1BP1,14,1,41742639,41742963,q21.1,HGNC:52378
ENSG00000258934,YWHAQP1,14,-1,42807378,42808112,q21.1,HGNC:19937
ENSG00000258406,TUBBP3,14,1,43274824,43275697,q21.2,HGNC:18192
ENSG00000259051,HNRNPUP1,14,1,43300263,43300595,q21.2,HGNC:19931
ENSG00000258828,KRT8P2,14,-1,43540883,43541826,q21.2,HGNC:20282
ENSG00000258894,ARHGAP16P,14,1,43595136,43596683,q21.2,HGNC:19921
ENSG00000258969,LINC02307,14,-1,43990539,44386064,q21.2,HGNC:53226
ENSG00000259019,EIF4BP1,14,-1,44077534,44077884,q21.2,HGNC:19929
ENSG00000259148,YWHAZP1,14,-1,44290997,44291718,q21.2,HGNC:19938
ENSG00000258487,LINC02277,14,-1,44444747,44480626,q21.2,HGNC:53193
ENSG00000189139,FSCB,14,-1,44504149,44507283,q21.2,HGNC:20494
ENSG00000258998,LINC02302,14,-1,44763153,44782829,q21.2,HGNC:53221
ENSG00000259000,DOCK11P1,14,-1,44860316,44866247,q21.2,HGNC:31719
ENSG00000259046,RRAGAP1,14,-1,44888556,44889041,q21.2,HGNC:20242
ENSG00000179476,C14orf28,14,1,44897275,44907257,q21.2,HGNC:19834
ENSG00000179454,KLHL28,14,-1,44924324,45042322,q21.2,HGNC:19741
ENSG00000198718,TOGARAM1,14,1,44962190,45074431,q21.2,HGNC:19959
ENSG00000185246,PRPF39,14,1,45084107,45116282,q21.2,HGNC:20314
ENSG00000239043,SNORD127,14,1,45110883,45110968,q21.2,HGNC:33555
ENSG00000100442,FKBP3,14,-1,45115599,45135319,q21.2,HGNC:3719
ENSG00000187790,FANCM,14,1,45135930,45200890,q21.2,HGNC:23168
ENSG00000129534,MIS18BP1,14,-1,45203190,45253540,q21.2,HGNC:20190
ENSG00000199739,RNU6-552P,14,-1,45274359,45274477,q21.2,HGNC:47515
ENSG00000258608,DNAJC19P9,14,1,45290036,45290386,q21.2,HGNC:45072
ENSG00000258616,LINC02303,14,-1,45706250,45715952,q21.2,HGNC:53222
ENSG00000258700,LINC00871,14,1,45891087,46501903,q21.2,HGNC:47038
ENSG00000165496,RPL10L,14,-1,46651010,46651781,q21.2,HGNC:17976
ENSG00000139915,MDGA2,14,-1,46839629,47675605,q21.3,HGNC:19835
ENSG00000258392,RPA2P1,14,1,46996454,46997174,q21.3,HGNC:19676
ENSG00000244053,RPL13AP2,14,-1,47200575,47201104,q21.3,HGNC:19675
ENSG00000214903,RPS15AP3,14,-1,47444106,47444494,q21.3,HGNC:19674
ENSG00000263945,MIR548Y,14,-1,47760995,47761104,q21.3,HGNC:38980
ENSG00000259129,LINC00648,14,-1,47764954,47795302,q21.3,HGNC:44302
ENSG00000207366,RNU6-297P,14,-1,48341226,48341332,q21.3,HGNC:47260
ENSG00000242417,RPL18P1,14,1,48489883,48490434,q21.3,HGNC:19673
ENSG00000258401,ATP5MC2P2,14,1,49373966,49374383,q21.3,HGNC:19672
ENSG00000252424,RNA5SP384,14,1,49552633,49552748,q21.3,HGNC:43284
ENSG00000213741,RPS29,14,-1,49570984,49599164,q21.3,HGNC:10419
ENSG00000244270,RPL32P29,14,-1,49577392,49577794,q21.3,HGNC:35771
ENSG00000276168,RN7SL1,14,1,49586580,49586878,q21.3,HGNC:10038
ENSG00000165501,LRR1,14,1,49598761,49614672,q21.3,HGNC:19742
ENSG00000258568,RHOQP1,14,1,49599994,49600572,q21.3,HGNC:20003
ENSG00000165502,RPL36AL,14,-1,49618530,49620626,q21.3,HGNC:10346
ENSG00000168282,MGAT2,14,1,49620799,49623481,q21.3,HGNC:7045
ENSG00000165506,DNAAF2,14,-1,49625174,49635244,q21.3,HGNC:20188
ENSG00000100479,POLE2,14,-1,49643555,49688422,q21.3,HGNC:9178
ENSG00000259155,STK16P1,14,1,49677369,49677893,q21.3,HGNC:19283
ENSG00000221114,RNU6ATAC30P,14,1,49684544,49684665,q21.3,HGNC:46929
ENSG00000197776,KLHDC1,14,1,49693105,49753150,q21.3,HGNC:19836
ENSG00000165516,KLHDC2,14,1,49768130,49786385,q21.3,HGNC:20231
ENSG00000165525,NEMF,14,-1,49782083,49852821,q21.3,HGNC:10663
ENSG00000252474,RNU6-539P,14,1,49839725,49839827,q21.3,HGNC:47502
ENSG00000278771,RN7SL3,14,-1,49853616,49853914,q21.3,HGNC:23135
ENSG00000274012,RN7SL2,14,-1,49862550,49862849,q21.3,HGNC:23134
ENSG00000165527,ARF6,14,1,49893082,49897054,q21.3,HGNC:659
ENSG00000251929,RNU6-189P,14,-1,49901850,49901950,q21.3,HGNC:47152
ENSG00000214900,LINC01588,14,-1,49927571,50105043,q21.3,HGNC:27503
ENSG00000278038,MIR6076,14,1,49966399,49966511,q21.3,HGNC:50232
ENSG00000270788,PDLIM1P1,14,1,50050368,50051336,q21.3,HGNC:20026
ENSG00000201358,RN7SKP193,14,1,50068568,50068873,q21.3,HGNC:45917
ENSG00000100483,VCPKMT,14,-1,50108632,50116600,q21.3,HGNC:20352
ENSG00000100485,SOS2,14,-1,50117130,50231578,q21.3,HGNC:11188
ENSG00000087299,L2HGDH,14,-1,50237563,50312229,q21.3,HGNC:20499
ENSG00000264712,MIR4504,14,-1,50299855,50299946,q21.3,HGNC:41624
ENSG00000125375,DMAC2L,14,1,50312324,50335558,q21.3,HGNC:18799
ENSG00000100490,CDKL1,14,-1,50326265,50416461,q21.3,HGNC:1781
ENSG00000012983,MAP4K5,14,-1,50418501,50561126,q22.1,HGNC:6867
ENSG00000198513,ATL1,14,1,50532509,50634017,q22.1,HGNC:11231
ENSG00000258577,SNRPGP1,14,-1,50571919,50572140,q22.1,HGNC:20033
ENSG00000151748,SAV1,14,-1,50632058,50668306,q22.1,HGNC:17795
ENSG00000243103,RN7SL452P,14,-1,50637691,50637981,q22.1,HGNC:46468
ENSG00000258491,ZFP64P1,14,-1,50704343,50705511,q22.1,HGNC:19820
ENSG00000100503,NIN,14,-1,50719763,50831162,q22.1,HGNC:14906
ENSG00000100504,PYGL,14,-1,50857891,50944483,q22.1,HGNC:9725
ENSG00000131969,ABHD12B,14,1,50872053,50904970,q22.1,HGNC:19837
ENSG00000100505,TRIM9,14,-1,50975262,51096061,q22.1,HGNC:16288
ENSG00000139921,TMX1,14,1,51240162,51257655,q22.1,HGNC:15487
ENSG00000258955,LINC00519,14,-1,51304108,51331918,q22.1,HGNC:19838
ENSG00000258479,LINC00640,14,1,51333068,51365557,q22.1,HGNC:44291
ENSG00000258808,LINC02310,14,-1,51392128,51397135,q22.1,HGNC:53229
ENSG00000258893,SETP2,14,1,51436038,51436963,q22.1,HGNC:20032
ENSG00000258537,FRMD6-AS2,14,-1,51454512,51599952,q22.1,HGNC:43637
ENSG00000139926,FRMD6,14,1,51489100,51730727,q22.1,HGNC:19839
ENSG00000252400,RNU6-1291P,14,1,51522864,51522967,q22.1,HGNC:48254
ENSG00000273888,FRMD6-AS1,14,-1,51649516,51651744,q22.1,HGNC:20129
ENSG00000251756,RNA5SP385,14,1,51692752,51692861,q22.1,HGNC:43285
ENSG00000207004,RNU6-301P,14,1,51724103,51724209,q22.1,HGNC:47264
ENSG00000258423,OR7E105P,14,1,51756996,51757988,q22.1,HGNC:15364
ENSG00000258550,OR7E106P,14,-1,51763056,51764076,q22.1,HGNC:15365
ENSG00000258849,OR7E159P,14,-1,51771789,51772086,q22.1,HGNC:31312
ENSG00000186469,GNG2,14,1,51826195,51979342,q22.1,HGNC:4404
ENSG00000087302,RTRAF,14,1,51989514,52010694,q22.1,HGNC:23169
ENSG00000087303,NID2,14,-1,52004803,52069228,q22.1,HGNC:13389
ENSG00000258694,LINC02319,14,-1,52111122,52129625,q22.1,HGNC:53238
ENSG00000258981,COX5AP2,14,1,52117602,52117995,q22.1,HGNC:20005
ENSG00000168229,PTGDR,14,1,52267698,52276724,q22.1,HGNC:9591
ENSG00000125384,PTGER2,14,1,52314305,52328598,q22.1,HGNC:9594
ENSG00000087301,TXNDC16,14,-1,52430596,52552522,q22.1,HGNC:19965
ENSG00000180998,GPR137C,14,1,52552836,52637713,q22.1,HGNC:25445
ENSG00000197930,ERO1A,14,-1,52639915,52695900,q22.1,HGNC:13280
ENSG00000100519,PSMC6,14,1,52707178,52728590,q22.1,HGNC:9553
ENSG00000198252,STYX,14,1,52730166,52774989,q22.1,HGNC:11447
ENSG00000100522,GNPNAT1,14,-1,52775193,52791668,q22.1,HGNC:19980
ENSG00000073712,FERMT2,14,-1,52857268,52952435,q22.1,HGNC:15767
ENSG00000100523,DDHD1,14,-1,53036745,53153323,q22.1,HGNC:19714
ENSG00000226132,RPS3AP46,14,1,53612724,53613405,q22.2,HGNC:36338
ENSG00000235269,LINC02331,14,-1,53685139,53850882,q22.2,HGNC:53251
ENSG00000266431,MIR5580,14,-1,53948427,53948484,q22.2,HGNC:43482
ENSG00000125378,BMP4,14,-1,53949736,53958761,q22.2,HGNC:1071
ENSG00000224004,ATP5F1CP1,14,-1,53991101,53991995,q22.2,HGNC:834
ENSG00000100526,CDKN3,14,1,54396849,54420218,q22.2,HGNC:1791
ENSG00000100528,CNIH1,14,-1,54423561,54441391,q22.2,HGNC:19431
ENSG00000197045,GMFB,14,-1,54474484,54489026,q22.2,HGNC:4373
ENSG00000100532,CGRRF1,14,1,54509812,54539292,q22.2,HGNC:15528
ENSG00000020577,SAMD4A,14,1,54566117,54793315,q22.2,HGNC:23023
ENSG00000131979,GCH1,14,-1,54842008,54902826,q22.2,HGNC:4193
ENSG00000252019,RNU6ATAC9P,14,1,54859215,54859330,q22.2,HGNC:46908
ENSG00000265432,MIR4308,14,-1,54878113,54878193,q22.2,HGNC:38206
ENSG00000258872,FDPSP3,14,-1,54884849,54886213,q22.2,HGNC:3634
ENSG00000198554,WDHD1,14,-1,54938949,55027105,q22.2,HGNC:23170
ENSG00000233924,RPSAP13,14,-1,55004813,55005687,q22.3,HGNC:6505
ENSG00000180008,SOCS4,14,1,55027230,55049489,q22.3,HGNC:19392
ENSG00000168175,MAPK1IP1L,14,1,55051647,55070194,q22.3,HGNC:19840
ENSG00000131981,LGALS3,14,1,55124110,55145423,q22.3,HGNC:6563
ENSG00000126787,DLGAP5,14,-1,55148112,55191608,q22.3,HGNC:16864
ENSG00000271180,COX5AP1,14,-1,55240622,55241080,q22.3,HGNC:2268
ENSG00000178974,FBXO34,14,1,55271344,55370053,q22.3,HGNC:20201
ENSG00000258469,CHMP4BP1,14,1,55298644,55299231,q22.3,HGNC:43616
ENSG00000126775,ATG14,14,-1,55366391,55411830,q22.3,HGNC:19962
ENSG00000259318,HMGN1P1,14,-1,55394940,55395233,q22.3,HGNC:20015
ENSG00000182521,TBPL2,14,-1,55413541,55456726,q22.3,HGNC:19841
ENSG00000239199,RPL21P6,14,-1,55413556,55414059,q22.3,HGNC:23542
ENSG00000186615,KTN1-AS1,14,-1,55496786,55580888,q22.3,HGNC:19842
ENSG00000213641,RPL7AP4,14,1,55543401,55544169,q22.3,HGNC:23554
ENSG00000271484,ABI1P1,14,1,55546674,55548123,q22.3,HGNC:20035
ENSG00000126777,KTN1,14,1,55559072,55701526,q22.3,HGNC:6467
ENSG00000177350,RPL13AP3,14,1,55766177,55767717,q22.3,HGNC:23539
ENSG00000258791,LINC00520,14,-1,55781132,55796731,q22.3,HGNC:19843
ENSG00000139946,PELI2,14,1,56117814,56301524,q22.3,HGNC:8828
ENSG00000259719,LINC02284,14,1,56310880,56427032,q22.3,HGNC:53201
ENSG00000070269,TMEM260,14,1,56488354,56650606,q22.3,HGNC:20185
ENSG00000165588,OTX2,14,-1,56799905,56816693,q22.3,HGNC:8522
ENSG00000248550,OTX2-AS1,14,1,56813183,57152177,q22.3,HGNC:43906
ENSG00000243801,RN7SL461P,14,-1,56824375,56824656,q22.3,HGNC:46477
ENSG00000200818,RNU6-1204P,14,1,56824986,56825092,q22.3,HGNC:48167
ENSG00000243388,RPL3P3,14,1,56978409,56979621,q22.3,HGNC:23550
ENSG00000070367,EXOC5,14,-1,57200507,57268905,q22.3,HGNC:10696
ENSG00000053770,AP5M1,14,1,57268924,57298742,q22.3,HGNC:20192
ENSG00000139977,NAA30,14,1,57390544,57415906,q22.3,HGNC:19844
ENSG00000100557,CCDC198,14,-1,57469300,57493867,q22.3,HGNC:20189
ENSG00000151812,SLC35F4,14,-1,57563920,57982194,q22.3,HGNC:19845
ENSG00000252837,RN7SKP99,14,-1,57837354,57837660,q23.1,HGNC:45823
ENSG00000139971,ARMH4,14,-1,57999735,58298139,q23.1,HGNC:19846
ENSG00000243023,UBA52P3,14,1,58141279,58141660,q23.1,HGNC:20056
ENSG00000243700,RN7SL598P,14,1,58179771,58180064,q23.1,HGNC:46614
ENSG00000131966,ACTR10,14,1,58200080,58235636,q23.1,HGNC:17372
ENSG00000100567,PSMA3,14,1,58244843,58272012,q23.1,HGNC:9532
ENSG00000257621,PSMA3-AS1,14,-1,58265365,58298134,q23.1,HGNC:26445
ENSG00000180189,HMGB1P14,14,1,58284773,58285363,q23.1,HGNC:20014
ENSG00000252782,RNU6-341P,14,-1,58292293,58292388,q23.1,HGNC:47304
ENSG00000032219,ARID4A,14,1,58298504,58373887,q23.1,HGNC:9885
ENSG00000196860,TOMM20L,14,1,58395928,58408702,q23.1,HGNC:33752
ENSG00000100575,TIMM9,14,-1,58408495,58427531,q23.1,HGNC:11819
ENSG00000100578,KIAA0586,14,1,58427385,58551297,q23.1,HGNC:19960
ENSG00000258650,HSBP1P1,14,1,58463971,58464136,q23.1,HGNC:20053
ENSG00000258900,HNRNPCP1,14,1,58521223,58521988,q23.1,HGNC:20017
ENSG00000239510,RPL9P5,14,1,58564146,58564616,q23.1,HGNC:23557
ENSG00000165617,DACT1,14,1,58633967,58648321,q23.1,HGNC:17748
ENSG00000258583,LINC01500,14,1,58646631,59184247,q23.1,HGNC:51166
ENSG00000258685,AKR1B1P5,14,-1,59135488,59136421,q23.1,HGNC:20002
ENSG00000258996,PPIAP5,14,1,59181593,59181940,q23.1,HGNC:20027
ENSG00000100592,DAAM1,14,1,59188646,59371405,q23.1,HGNC:18142
ENSG00000181619,GPR135,14,-1,59429022,59465342,q23.1,HGNC:19991
ENSG00000126790,L3HYPDH,14,-1,59460363,59484408,q23.1,HGNC:20488
ENSG00000050130,JKAMP,14,1,59484443,59505410,q23.1,HGNC:20184
ENSG00000151838,CCDC175,14,-1,59504539,59576812,q23.1,HGNC:19847
ENSG00000139970,RTN1,14,-1,59595976,59870776,q23.1,HGNC:10467
ENSG00000263629,MIR5586,14,-1,59646962,59647020,q23.1,HGNC:43493
ENSG00000131951,LRRC9,14,1,59919713,60063559,q23.1,HGNC:19848
ENSG00000126773,PCNX4,14,1,60091911,60169133,q23.1,HGNC:20349
ENSG00000100612,DHRS7,14,-1,60144119,60169856,q23.1,HGNC:21524
ENSG00000258896,SCOCP1,14,1,60158976,60159324,q23.1,HGNC:20339
ENSG00000258563,PSMA3P1,14,1,60179382,60180016,q23.1,HGNC:20029
ENSG00000242135,RPL17P2,14,-1,60212462,60212912,q23.1,HGNC:23540
ENSG00000100614,PPM1A,14,1,60245752,60299087,q23.1,HGNC:9275
ENSG00000258556,LINC02322,14,1,60323236,60323907,q23.1,HGNC:53241
ENSG00000179008,C14orf39,14,-1,60396469,60515543,q23.1,HGNC:19849
ENSG00000258427,RBM8B,14,1,60397757,60398281,q23.1,HGNC:13426
ENSG00000259169,GNRHR2P1,14,-1,60398934,60400013,q23.1,HGNC:39424
ENSG00000258692,SALL4P7,14,-1,60493766,60496885,q23.1,HGNC:43900
ENSG00000184302,SIX6,14,1,60509146,60512850,q23.1,HGNC:10892
ENSG00000258952,SALRNA1,14,1,60639216,60642589,q23.1,HGNC:49001
ENSG00000126778,SIX1,14,-1,60643421,60658259,q23.1,HGNC:10887
ENSG00000100625,SIX4,14,-1,60709539,60724351,q23.1,HGNC:10890
ENSG00000020426,MNAT1,14,1,60734742,60969965,q23.1,HGNC:7181
ENSG00000258445,MAD2L1P1,14,1,60779978,60780595,q23.1,HGNC:20019
ENSG00000258485,SRMP2,14,-1,60919240,60920155,q23.1,HGNC:20034
ENSG00000126814,TRMT5,14,-1,60971441,60981170,q23.1,HGNC:23141
ENSG00000206870,RNU6-398P,14,1,60974327,60974435,q23.1,HGNC:47361
ENSG00000139974,SLC38A6,14,1,60981114,61083733,q23.1,HGNC:19863
ENSG00000027075,PRKCH,14,1,61187559,61550976,q23.1,HGNC:9403
ENSG00000182107,TMEM30B,14,-1,61277370,61281761,q23.1,HGNC:27254
ENSG00000250548,LINC01303,14,-1,61556273,61570653,q23.1,HGNC:50470
ENSG00000258777,HIF1A-AS1,14,-1,61681041,61695823,q23.2,HGNC:43014
ENSG00000100644,HIF1A,14,1,61695513,61748259,q23.2,HGNC:4910
ENSG00000258667,HIF1A-AS3,14,-1,61707564,61751099,q23.2,HGNC:54284
ENSG00000023608,SNAPC1,14,1,61762420,61796428,q23.2,HGNC:11134
ENSG00000139973,SYT16,14,1,61811974,62112550,q23.2,HGNC:23142
ENSG00000258956,COX4I1P1,14,-1,61831861,61832369,q23.2,HGNC:2266
ENSG00000186369,LINC00643,14,1,62114353,62130962,q23.2,HGNC:44296
ENSG00000259142,LINC00644,14,-1,62134149,62139973,q23.2,HGNC:44297
ENSG00000258877,ATP5F1AP4,14,-1,62604113,62605717,q23.2,HGNC:23563
ENSG00000140015,KCNH5,14,-1,62699464,63102037,q23.2,HGNC:6254
ENSG00000258995,PARP1P2,14,1,63123007,63123201,q23.2,HGNC:276
ENSG00000126785,RHOJ,14,1,63204114,63293508,q23.2,HGNC:688
ENSG00000179600,GPHB5,14,-1,63312835,63318935,q23.2,HGNC:18055
ENSG00000154001,PPP2R5E,14,-1,63371364,63543377,q23.2,HGNC:9313
ENSG00000270878,GCATP1,14,-1,63594031,63595291,q23.2,HGNC:20013
ENSG00000140006,WDR89,14,-1,63597039,63641871,q23.2,HGNC:20489
ENSG00000258645,HSPE1P2,14,1,63601509,63601814,q23.2,HGNC:20052
ENSG00000202490,RNU6-597P,14,1,63618043,63618144,q23.2,HGNC:47560
ENSG00000207172,RNU6-1162P,14,1,63630678,63630781,q23.2,HGNC:48125
ENSG00000126821,SGPP1,14,-1,63684216,63728065,q23.2,HGNC:17720
ENSG00000258778,EIF2S2P1,14,1,63734697,63735923,q23.2,HGNC:20009
ENSG00000252749,RNU7-116P,14,1,63736444,63736505,q23.2,HGNC:45650
ENSG00000054654,SYNE2,14,1,63761899,64226433,q23.2,HGNC:17084
ENSG00000270912,RPS28P1,14,1,63808546,63808732,q23.2,HGNC:23561
ENSG00000140009,ESR2,14,-1,64084232,64338112,q23.2,HGNC:3468
ENSG00000221537,MIR548H1,14,-1,64095024,64095125,q23.2,HGNC:35342
ENSG00000234911,TEX21P,14,-1,64341673,64387986,q23.3,HGNC:35455
ENSG00000100714,MTHFD1,14,1,64388031,64463457,q23.3,HGNC:7432
ENSG00000089775,ZBTB25,14,-1,64449106,64505213,q23.3,HGNC:13112
ENSG00000179841,AKAP5,14,1,64465499,64474503,q23.3,HGNC:375
ENSG00000126804,ZBTB1,14,1,64503712,64533690,q23.3,HGNC:20259
ENSG00000126803,HSPA2,14,1,64535905,64546173,q23.3,HGNC:5235
ENSG00000165807,PPP1R36,14,1,64549920,64589381,q23.3,HGNC:20097
ENSG00000259010,NUP50P1,14,-1,64600243,64601644,q23.3,HGNC:20025
ENSG00000126822,PLEKHG3,14,1,64704102,64750249,q23.3,HGNC:20364
ENSG00000070182,SPTB,14,-1,64746283,64879907,q23.3,HGNC:11274
ENSG00000284269,MIR7855,14,-1,64785626,64785686,q23.3,HGNC:50244
ENSG00000252497,RPPH1-2P,14,-1,64909488,64909780,q23.3,HGNC:47029
ENSG00000258289,CHURC1,14,1,64914361,64944591,q23.3,HGNC:20099
ENSG00000125954,CHURC1-FNTB,14,1,64914485,65061803,q23.3,HGNC:42960
ENSG00000176153,GPX2,14,-1,64939152,64942905,q23.3,HGNC:4554
ENSG00000139998,RAB15,14,-1,64945814,64973226,q23.3,HGNC:20150
ENSG00000257365,FNTB,14,1,64986895,65062652,q23.3,HGNC:3785
ENSG00000125952,MAX,14,-1,65006174,65102695,q23.3,HGNC:6913
ENSG00000266531,MIR4706,14,1,65044688,65044769,q23.3,HGNC:41576
ENSG00000222985,RNU2-14P,14,-1,65124352,65124542,q23.3,HGNC:48507
ENSG00000255002,LINC02324,14,-1,65197254,65222443,q23.3,HGNC:53244
ENSG00000258613,RPL21P7,14,-1,65266638,65267690,q23.3,HGNC:19772
ENSG00000259078,PTBP1P,14,1,65279267,65281166,q23.3,HGNC:20030
ENSG00000266740,MIR4708,14,-1,65335117,65335183,q23.3,HGNC:41824
ENSG00000033170,FUT8,14,1,65410592,65744121,q23.3,HGNC:4019
ENSG00000276116,FUT8-AS1,14,-1,65411170,65412690,q23.3,HGNC:44294
ENSG00000180662,RPL21P8,14,-1,65467807,65468341,q23.3,HGNC:19779
ENSG00000207781,MIR625,14,1,65471102,65471186,q23.3,HGNC:32881
ENSG00000258980,EIF1AXP2,14,-1,65528830,65529574,q23.3,HGNC:44295
ENSG00000258629,NCOA4P1,14,-1,65879592,65881070,q23.3,HGNC:20022
ENSG00000258960,FTH1P13,14,-1,65900932,65901451,q23.3,HGNC:3983
ENSG00000224861,YBX1P1,14,-1,66012830,66013789,q23.3,HGNC:8015
ENSG00000258502,LINC02290,14,1,66111557,66131716,q23.3,HGNC:53206
ENSG00000196553,CCDC196,14,1,66411704,66498677,q23.3,HGNC:20100
ENSG00000171723,GPHN,14,1,66507407,67181803,q23.3,HGNC:15465
ENSG00000172717,FAM71D,14,1,67189393,67228550,q23.3,HGNC:20101
ENSG00000258988,SF3B4P1,14,1,67199062,67200327,q23.3,HGNC:19821
ENSG00000072415,PALS1,14,1,67240713,67336061,q23.3,HGNC:18669
ENSG00000100554,ATP6V1D,14,-1,67294371,67360265,q23.3,HGNC:13527
ENSG00000134001,EIF2S1,14,1,67360328,67386516,q23.3,HGNC:3265
ENSG00000100558,PLEK2,14,-1,67386984,67412167,q23.3,HGNC:19238
ENSG00000265993,MIR5694,14,-1,67441855,67441930,q24.1,HGNC:43530
ENSG00000198133,TMEM229B,14,-1,67447084,67533739,q24.1,HGNC:20130
ENSG00000054690,PLEKHH1,14,1,67533290,67589612,q24.1,HGNC:17733
ENSG00000100564,PIGH,14,-1,67581955,67600286,q24.1,HGNC:8964
ENSG00000081181,ARG2,14,1,67619920,67651708,q24.1,HGNC:664
ENSG00000100568,VTI1B,14,-1,67647085,67674820,q24.1,HGNC:17793
ENSG00000258626,COX7A2P1,14,-1,67652300,67652614,q24.1,HGNC:20006
ENSG00000272253,RNA5SP386,14,-1,67657105,67657211,q24.1,HGNC:43286
ENSG00000072042,RDH11,14,-1,67676800,67695793,q24.1,HGNC:17964
ENSG00000139988,RDH12,14,1,67701886,67734451,q24.1,HGNC:19977
ENSG00000241542,RN7SL369P,14,1,67705954,67706252,q24.1,HGNC:46385
ENSG00000258618,RPL21P9,14,1,67714545,67715204,q24.1,HGNC:19780
ENSG00000072121,ZFYVE26,14,-1,67727374,67816590,q24.1,HGNC:20761
ENSG00000239820,RN7SL213P,14,-1,67751228,67751544,q24.1,HGNC:46229
ENSG00000182185,RAD51B,14,1,67819779,68730218,q24.1,HGNC:9822
ENSG00000244677,RN7SL706P,14,-1,68149617,68149908,q24.1,HGNC:46722
ENSG00000243546,RN7SL108P,14,-1,68236243,68236539,q24.1,HGNC:46124
ENSG00000258477,PPIAP6,14,-1,68421698,68422196,q24.1,HGNC:20028
ENSG00000242941,RPL12P7,14,1,68693090,68693583,q24.1,HGNC:19782
ENSG00000207089,RNU6-921P,14,-1,68735922,68736028,q24.1,HGNC:47884
ENSG00000185650,ZFP36L1,14,-1,68787660,68796253,q24.1,HGNC:1107
ENSG00000270975,MAGOH3P,14,1,68861762,68862525,q24.1,HGNC:20020
ENSG00000258565,BLZF2P,14,-1,68867857,68869951,q24.1,HGNC:20049
ENSG00000072110,ACTN1,14,-1,68874128,68979440,q24.1,HGNC:163
ENSG00000258967,HMGN1P3,14,-1,68887785,68888084,q24.1,HGNC:23343
ENSG00000258531,BANF1P1,14,1,68936602,68936864,q24.1,HGNC:20252
ENSG00000259062,ACTN1-DT,14,1,68979682,68987463,q24.1,HGNC:20131
ENSG00000242293,RPS29P1,14,-1,69023150,69023308,q24.1,HGNC:19783
ENSG00000139990,DCAF5,14,-1,69050881,69153150,q24.1,HGNC:20224
ENSG00000259165,DDX18P1,14,1,69083398,69085389,q24.1,HGNC:20007
ENSG00000081177,EXD2,14,1,69191511,69244020,q24.1,HGNC:20217
ENSG00000100626,GALNT16,14,1,69259277,69357033,q24.1,HGNC:23233
ENSG00000100632,ERH,14,-1,69380128,69398299,q24.1,HGNC:3447
ENSG00000029364,SLC39A9,14,1,69398015,69462390,q24.1,HGNC:20182
ENSG00000175985,PLEKHD1,14,1,69484692,69531551,q24.1,HGNC:20148
ENSG00000267909,CCDC177,14,-1,69569799,69574871,q24.1,HGNC:23243
ENSG00000100647,SUSD6,14,1,69611596,69715144,q24.1,HGNC:19956
ENSG00000100650,SRSF5,14,1,69726900,69772005,q24.1,HGNC:10787
ENSG00000100652,SLC10A1,14,-1,69775416,69797241,q24.1,HGNC:10905
ENSG00000198732,SMOC1,14,1,69854131,70032366,q24.2,HGNC:20318
ENSG00000242071,RPL7AP6,14,-1,69885340,69886140,q24.2,HGNC:19785
ENSG00000100678,SLC8A3,14,-1,70044215,70189070,q24.2,HGNC:11070
ENSG00000235812,ADAM21P1,14,-1,70245491,70247801,q24.2,HGNC:19822
ENSG00000133983,COX16,14,-1,70325081,70416984,q24.2,HGNC:20213
ENSG00000258644,SYNJ2BP-COX16,14,-1,70326064,70417074,q24.2,HGNC:48350
