GeneId,GeneName,Chromosome,Strand,GeneStart,GeneEnd,KaryotypeBand,Synonyms
ENSG00000258894,ARHGAP16P,14,1,44064339,44065886,q21.2,ENSG00000258894;OTTHUMG00000170709;RP11-557C9.1
ENSG00000258969,LINC02307,14,-1,44464984,44853748,q21.2,ENSG00000258969;Hs.634092;OTTHUMG00000170682;RP11-305B6.3
ENSG00000259019,EIF4BP1,14,-1,44546737,44547087,q21.2,ENSG00000259019;OTTHUMG00000170683;RP11-305B6.2
ENSG00000259148,YWHAZP1,14,-1,44760200,44760921,q21.2,ENSG00000259148;OTTHUMG00000170685;RP11-322L17.1
ENSG00000258487,LINC02277,14,-1,44913950,44949821,q21.2,ENSG00000258487;OTTHUMG00000170687;RP11-99L13.1
ENSG00000189139,FSCB,14,-1,44973545,44976482,q21.2,20494
ENSG00000258998,LINC02302,14,-1,45232360,45252032,q21.2,ENSG00000258998;Hs.196842;OTTHUMG00000170717;RP11-398E10.1
ENSG00000259000,DOCK11P1,14,-1,45329519,45335450,q21.2,CTD-2373J19.1;ENSG00000259000;OTTHUMG00000170718
ENSG00000259046,RRAGAP1,14,-1,45357759,45358244,q21.2,ENSG00000259046;OTTHUMG00000170721;RP11-857B24.2
ENSG00000179476,C14orf28,14,1,45366498,45376460,q21.2,19834
ENSG00000179454,KLHL28,14,-1,45393522,45511525,q21.2,19741
ENSG00000198718,TOGARAM1,14,1,45431411,45543634,q21.2,19959
ENSG00000185246,PRPF39,14,1,45553302,45585485,q21.2,20314
ENSG00000239043,SNORD127,14,1,45580086,45580171,q21.2,33555
ENSG00000100442,FKBP3,14,-1,45584803,45604522,q21.2,3719
ENSG00000187790,FANCM,14,1,45605143,45670093,q21.2,23168
ENSG00000129534,MIS18BP1,14,-1,45672393,45722743,q21.2,20190
ENSG00000199739,RNU6-552P,14,-1,45743562,45743680,q21.2,47515
ENSG00000258608,DNAJC19P9,14,1,45759239,45759589,q21.2,45072
ENSG00000258616,LINC02303,14,-1,46175453,46185155,q21.2,ENSG00000258616;Hs.194980;OTTHUMG00000170731;RP11-369C8.1
ENSG00000258700,LINC00871,14,1,46410146,46971026,q21.2,47038
ENSG00000165496,RPL10L,14,-1,47120222,47121028,q21.2,17976
ENSG00000139915,MDGA2,14,-1,47308826,48144157,q21.3,19835
ENSG00000258392,RPA2P1,14,1,47465657,47466377,q21.3,19676
ENSG00000244053,RPL13AP2,14,-1,47669778,47670307,q21.3,19675
ENSG00000214903,RPS15AP3,14,-1,47913309,47913697,q21.3,19674
ENSG00000263945,MIR548Y,14,-1,48230198,48230307,q21.3,38980
ENSG00000259129,LINC00648,14,-1,48234157,48264295,q21.3,44302
ENSG00000207366,RNU6-297P,14,-1,48810429,48810535,q21.3,47260
ENSG00000242417,RPL18P1,14,1,48959086,48959637,q21.3,ENSG00000242417;OTTHUMG00000157890;RP11-286B5.1
ENSG00000258401,ATP5MC2P2,14,1,49840684,49841101,q21.3,ENSG00000258401;OTTHUMG00000170869;RP11-326E7.1
ENSG00000252424,RNA5SP384,14,1,50019351,50019466,q21.3,43284
ENSG00000213741,RPS29,14,-1,50043390,50065408,q21.3,10419
ENSG00000244270,RPL32P29,14,-1,50044110,50044512,q21.3,35771
ENSG00000258486,RN7SL1,14,1,50053297,50053596,q21.3,10038
ENSG00000165501,LRR1,14,1,50065415,50081390,q21.3,19742
ENSG00000258568,RHOQP1,14,1,50066712,50067290,q21.3,20003
ENSG00000165502,RPL36AL,14,-1,50085237,50087403,q21.3,10346
ENSG00000168282,MGAT2,14,1,50087489,50090198,q21.3,7045
ENSG00000165506,DNAAF2,14,-1,50091892,50101948,q21.3,20188
ENSG00000100479,POLE2,14,-1,50110273,50155140,q21.3,9178
ENSG00000259155,STK16P1,14,1,50144087,50144611,q21.3,ENSG00000259155;OTTHUMG00000170875;RP11-831F12.3
ENSG00000221114,RNU6ATAC30P,14,1,50151262,50151383,q21.3,46929
ENSG00000197776,KLHDC1,14,1,50159823,50219870,q21.3,19836
ENSG00000165516,KLHDC2,14,1,50234326,50249909,q21.3,20231
ENSG00000165525,NEMF,14,-1,50249997,50319921,q21.3,10663
ENSG00000252474,RNU6-539P,14,1,50306443,50306545,q21.3,47502
ENSG00000266037,RN7SL3,14,-1,50320336,50320632,q21.3,23135
ENSG00000265150,RN7SL2,14,-1,50329271,50329567,q21.3,23134
ENSG00000165527,ARF6,14,1,50359810,50361490,q21.3,659
ENSG00000251929,RNU6-189P,14,-1,50368568,50368668,q21.3,47152
ENSG00000214900,LINC01588,14,-1,50448430,50474238,q21.3,27503
ENSG00000270788,PDLIM1P1,14,1,50517086,50518054,q21.3,20026
ENSG00000201358,RN7SKP193,14,1,50535286,50535591,q21.3,45917
ENSG00000100483,VCPKMT,14,-1,50575350,50583318,q21.3,20352
ENSG00000100485,SOS2,14,-1,50583847,50698276,q21.3,11188
ENSG00000087299,L2HGDH,14,-1,50704281,50779266,q21.3,20499
ENSG00000264712,MIR4504,14,-1,50766573,50766664,q21.3,41624
ENSG00000125375,DMAC2L,14,1,50779044,50802276,q21.3,18799
ENSG00000100490,CDKL1,14,-1,50796310,50883179,q21.3,1781
ENSG00000012983,MAP4K5,14,-1,50885219,51027844,q21.3-q22.1,6867
ENSG00000198513,ATL1,14,1,50999227,51099786,q22.1,11231
ENSG00000258577,SNRPGP1,14,-1,51038637,51038858,q22.1,20033
ENSG00000151748,SAV1,14,-1,51098776,51135049,q22.1,17795
ENSG00000243103,RN7SL452P,14,-1,51104412,51104699,q22.1,46468
ENSG00000258491,ZFP64P1,14,-1,51171061,51172229,q22.1,19820
ENSG00000100503,NIN,14,-1,51186481,51297839,q22.1,14906
ENSG00000100504,PYGL,14,-1,51324609,51411454,q22.1,9725
ENSG00000131969,ABHD12B,14,1,51338878,51371688,q22.1,19837
ENSG00000100505,TRIM9,14,-1,51441980,51562779,q22.1,16288
ENSG00000139921,TMX1,14,1,51706880,51722759,q22.1,15487
ENSG00000258955,LINC00519,14,-1,51771134,51795104,q22.1,19838
ENSG00000258479,LINC00640,14,1,51800111,51832275,q22.1,44291
ENSG00000258808,LINC02310,14,-1,51858846,51863853,q22.1,ENSG00000258808;Hs.578228;OTTHUMG00000171074;RP11-255G12.3
ENSG00000258893,SETP2,14,1,51902756,51903681,q22.1,20032
ENSG00000258537,FRMD6-AS2,14,-1,51921230,52066670,q22.1,43637
ENSG00000139926,FRMD6,14,1,51955818,52197445,q22.1,19839
ENSG00000252400,RNU6-1291P,14,1,51989582,51989685,q22.1,48254
ENSG00000251756,RNA5SP385,14,1,52159470,52159579,q22.1,43285
ENSG00000207004,RNU6-301P,14,1,52190821,52190927,q22.1,47264
ENSG00000258423,OR7E105P,14,1,52223714,52224706,q22.1,15364
ENSG00000258550,OR7E106P,14,-1,52229774,52230794,q22.1,15365
ENSG00000258849,OR7E159P,14,-1,52238507,52238804,q22.1,31312
ENSG00000186469,GNG2,14,1,52292913,52446060,q22.1,4404
ENSG00000087302,RTRAF,14,1,52456193,52471420,q22.1,23169
ENSG00000087303,NID2,14,-1,52471521,52535712,q22.1,13389
ENSG00000258694,LINC02319,14,-1,52577840,52596343,q22.1,ENSG00000258694;Hs.531464;OTTHUMG00000171087;RP11-1033H12.1
ENSG00000258981,COX5AP2,14,1,52584320,52584713,q22.1,20005
ENSG00000168229,PTGDR,14,1,52734431,52743442,q22.1,9591
ENSG00000125384,PTGER2,14,1,52781023,52795324,q22.1,9594
ENSG00000087301,TXNDC16,14,-1,52897308,53019240,q22.1,19965
ENSG00000180998,GPR137C,14,1,53019866,53104431,q22.1,25445
ENSG00000197930,ERO1A,14,-1,53106634,53162618,q22.1,13280
ENSG00000100519,PSMC6,14,1,53173890,53195305,q22.1,9553
ENSG00000198252,STYX,14,1,53196898,53241716,q22.1,11447
ENSG00000100522,GNPNAT1,14,-1,53241912,53258386,q22.1,19980
ENSG00000073712,FERMT2,14,-1,53323986,53419153,q22.1,15767
ENSG00000100523,DDHD1,14,-1,53510686,53620000,q22.1,19714
ENSG00000226132,RPS3AP46,14,1,54079442,54080123,q22.1,36338
ENSG00000235269,LINC02331,14,-1,54235660,54317600,q22.2,AL162759.1;ENSG00000235269;Hs.589265;OTTHUMG00000150105
ENSG00000266431,MIR5580,14,-1,54415145,54415202,q22.2,43482
ENSG00000125378,BMP4,14,-1,54416454,54425479,q22.2,1071
ENSG00000224004,ATP5F1CP1,14,-1,54457819,54458713,q22.2,834
ENSG00000100526,CDKN3,14,1,54863567,54886936,q22.2,1791
ENSG00000100528,CNIH1,14,-1,54893654,54908149,q22.2,19431
ENSG00000197045,GMFB,14,-1,54941202,54955914,q22.2,4373
ENSG00000100532,CGRRF1,14,1,54976530,55005567,q22.2,15528
ENSG00000020577,SAMD4A,14,1,55033815,55260033,q22.2,23023
ENSG00000131979,GCH1,14,-1,55308726,55369570,q22.2,4193
ENSG00000252019,RNU6ATAC9P,14,1,55325933,55326048,q22.2,46908
ENSG00000265432,MIR4308,14,-1,55344831,55344911,q22.2,38206
ENSG00000258872,FDPSP3,14,-1,55351567,55352931,q22.2,3634
ENSG00000198554,WDHD1,14,-1,55405668,55493823,q22.2,23170
ENSG00000233924,RPSAP13,14,-1,55471531,55472405,q22.2,AL160471.6;ENSG00000233924;OTTHUMG00000150485
ENSG00000180008,SOCS4,14,1,55493948,55516206,q22.2-q22.3,19392
ENSG00000168175,MAPK1IP1L,14,1,55518349,55536910,q22.3,19840
ENSG00000131981,LGALS3,14,1,55590828,55612126,q22.3,6563
ENSG00000126787,DLGAP5,14,-1,55614830,55658396,q22.3,16864
ENSG00000271180,COX5AP1,14,-1,55707340,55707798,q22.3,ENSG00000271180;OTTHUMG00000184534;RP11-665C16.8
ENSG00000178974,FBXO34,14,1,55738021,55828636,q22.3,20201
ENSG00000258469,CHMP4BP1,14,1,55765362,55765949,q22.3,43616
ENSG00000126775,ATG14,14,-1,55833110,55878576,q22.3,19962
ENSG00000259318,HMGN1P1,14,-1,55861658,55861951,q22.3,ENSG00000259318;OTTHUMG00000172130;RP11-454L9.2
ENSG00000182521,TBPL2,14,-1,55880259,55923444,q22.3,19841
ENSG00000239199,RPL21P6,14,-1,55880274,55880777,q22.3,23542
ENSG00000186615,KTN1-AS1,14,-1,55965996,56046828,q22.3,19842
ENSG00000213641,RPL7AP4,14,1,56010119,56010887,q22.3,23554
ENSG00000271484,ABI1P1,14,1,56013392,56014841,q22.3,ENSG00000271484;OTTHUMG00000184542;RP11-132J14.3
ENSG00000126777,KTN1,14,1,56025790,56168244,q22.3,6467
ENSG00000177350,RPL13AP3,14,1,56232895,56234435,q22.3,23539
ENSG00000258791,LINC00520,14,-1,56247864,56263406,q22.3,19843
ENSG00000139946,PELI2,14,1,56584532,56768244,q22.3,8828
ENSG00000259719,LINC02284,14,1,56777598,56811719,q22.3,ENSG00000259719;Hs.569389;OTTHUMG00000172127;RP11-930O11.1
ENSG00000070269,TMEM260,14,1,56955072,57117324,q22.3,20185
ENSG00000165588,OTX2,14,-1,57267425,57277197,q22.3,8522
ENSG00000248550,OTX2-AS1,14,1,57279901,57618895,q22.3,43906
ENSG00000243801,RN7SL461P,14,-1,57291092,57291374,q22.3,46477
ENSG00000200818,RNU6-1204P,14,1,57291704,57291810,q22.3,48167
ENSG00000243388,RPL3P3,14,1,57445127,57446339,q22.3,23550
ENSG00000070367,EXOC5,14,-1,57670518,57735726,q22.3,10696
ENSG00000053770,AP5M1,14,1,57735627,57756797,q22.3,20192
ENSG00000139977,NAA30,14,1,57857262,57882635,q22.3,19844
ENSG00000100557,CCDC198,14,-1,57936019,57960585,q22.3,20189
ENSG00000151812,SLC35F4,14,-1,58030640,58448912,q22.3-q23.1,19845
ENSG00000252837,RN7SKP99,14,-1,58304072,58304378,q23.1,45823
ENSG00000139971,ARMH4,14,-1,58466453,58764857,q23.1,19846
ENSG00000243023,UBA52P3,14,1,58607997,58608378,q23.1,20056
ENSG00000243700,RN7SL598P,14,1,58646489,58646779,q23.1,46614
ENSG00000131966,ACTR10,14,1,58666798,58701750,q23.1,17372
ENSG00000100567,PSMA3,14,1,58711549,58738730,q23.1,9532
ENSG00000257621,PSMA3-AS1,14,-1,58732083,58764852,q23.1,379025;ENSG00000257621;Hs.531089;Hs.620161;OTTHUMG00000171179;RP11-349A22.5
ENSG00000180189,HMGB1P14,14,1,58751491,58752116,q23.1,20014
ENSG00000252782,RNU6-341P,14,-1,58759011,58759106,q23.1,47304
ENSG00000032219,ARID4A,14,1,58765103,58840605,q23.1,9885
ENSG00000196860,TOMM20L,14,1,58862634,58875419,q23.1,33752
ENSG00000100575,TIMM9,14,-1,58875212,58894332,q23.1,11819
ENSG00000100578,KIAA0586,14,1,58894103,59015216,q23.1,19960
ENSG00000258650,HSBP1P1,14,1,58930689,58930854,q23.1,20053
ENSG00000258900,HNRNPCP1,14,1,58987941,58988706,q23.1,20017
ENSG00000239510,RPL9P5,14,1,59030864,59031334,q23.1,23557
ENSG00000165617,DACT1,14,1,59100685,59115039,q23.1,17748
ENSG00000258583,LINC01500,14,1,59294952,59484046,q23.1,ENSG00000258583;Hs.232734;OTTHUMG00000171092;RP11-112J1.2
ENSG00000258685,AKR1B1P5,14,-1,59602206,59603139,q23.1,CTD-2315A10.2;ENSG00000258685;OTTHUMG00000171093
ENSG00000258996,PPIAP5,14,1,59648311,59648658,q23.1,CTD-2315A10.1;ENSG00000258996;OTTHUMG00000171094
ENSG00000100592,DAAM1,14,1,59655364,59838123,q23.1,18142
ENSG00000181619,GPR135,14,-1,59895740,59932060,q23.1,19991
ENSG00000126790,L3HYPDH,14,-1,59927081,59951148,q23.1,20488
ENSG00000050130,JKAMP,14,1,59951161,59972128,q23.1,20184
ENSG00000151838,CCDC175,14,-1,59971257,60043549,q23.1,19847
ENSG00000139970,RTN1,14,-1,60062694,60337684,q23.1,10467
ENSG00000263629,MIR5586,14,-1,60113680,60113738,q23.1,43493
ENSG00000131951,LRRC9,14,1,60386431,60530277,q23.1,19848
ENSG00000126773,PCNX4,14,1,60558629,60635851,q23.1,20349
ENSG00000100612,DHRS7,14,-1,60610838,60636574,q23.1,21524
ENSG00000258896,SCOCP1,14,1,60625694,60626042,q23.1,20339
ENSG00000258563,PSMA3P1,14,1,60646100,60646734,q23.1,20029
ENSG00000242135,RPL17P2,14,-1,60679180,60679630,q23.1,23540
ENSG00000100614,PPM1A,14,1,60712470,60765805,q23.1,9275
ENSG00000258556,LINC02322,14,1,60789954,60790625,q23.1,101927729;CTD-2568P8.1;ENSG00000258556;Hs.156328;OTTHUMG00000171137
ENSG00000179008,C14orf39,14,-1,60863187,60982261,q23.1,19849
ENSG00000258427,RBM8B,14,1,60864475,60864999,q23.1,13426
ENSG00000259169,GNRHR2P1,14,-1,60865652,60866731,q23.1,39424
ENSG00000258692,SALL4P7,14,-1,60960484,60963603,q23.1,43900
ENSG00000184302,SIX6,14,1,60975669,60979568,q23.1,10892
ENSG00000258952,SALRNA1,14,1,61107448,61109307,q23.1,ENSG00000258952;OTTHUMG00000171189;RP11-1042B17.5
ENSG00000126778,SIX1,14,-1,61110133,61124977,q23.1,10887
ENSG00000100625,SIX4,14,-1,61176246,61191066,q23.1,10890
ENSG00000020426,MNAT1,14,1,61201460,61436671,q23.1,7181
ENSG00000258445,MAD2L1P1,14,1,61246696,61247313,q23.1,ENSG00000258445;OTTHUMG00000171291;RP11-307P22.1
ENSG00000258485,SRMP2,14,-1,61385958,61386873,q23.1,20034
ENSG00000126814,TRMT5,14,-1,61438169,61448076,q23.1,23141
ENSG00000206870,RNU6-398P,14,1,61441045,61441153,q23.1,47361
ENSG00000139974,SLC38A6,14,1,61447832,61550451,q23.1,19863
ENSG00000027075,PRKCH,14,1,61654277,62017694,q23.1,9403
ENSG00000182107,TMEM30B,14,-1,61744088,61748558,q23.1,27254
ENSG00000250548,LINC01303,14,-1,62023031,62037371,q23.1,101927780;ENSG00000250548;Hs.254789;OTTHUMG00000171534;RP11-47I22.2
ENSG00000258777,HIF1A-AS1,14,-1,62147759,62162541,q23.2,43014
ENSG00000100644,HIF1A,14,1,62162231,62214976,q23.2,4910
ENSG00000258667,HIF1A-AS3,14,-1,62182276,62217815,q23.2,43015
ENSG00000023608,SNAPC1,14,1,62229075,62263146,q23.2,11134
ENSG00000258956,COX4I1P1,14,-1,62298579,62299087,q23.2,2266
ENSG00000139973,SYT16,14,1,62453803,62568431,q23.2,23142
ENSG00000186369,LINC00643,14,1,62584197,62596352,q23.2,44296
ENSG00000259142,LINC00644,14,-1,62600867,62606691,q23.2,44297
ENSG00000258877,ATP5F1AP4,14,-1,63070831,63072435,q23.2,ENSG00000258877;OTTHUMG00000171112;RP11-395B20.1
ENSG00000140015,KCNH5,14,-1,63173287,63568755,q23.2,6254
ENSG00000258995,PARP1P2,14,1,63589725,63589919,q23.2,ENSG00000258995;OTTHUMG00000171113;RP11-1112J20.1
ENSG00000126785,RHOJ,14,1,63670832,63759937,q23.2,688
ENSG00000179600,GPHB5,14,-1,63779549,63785593,q23.2,18055
ENSG00000154001,PPP2R5E,14,-1,63838075,64010092,q23.2,9313
ENSG00000270878,GCATP1,14,-1,64060749,64062009,q23.2,CTD-2302E22.5;ENSG00000270878;OTTHUMG00000184525
ENSG00000140006,WDR89,14,-1,64063757,64108579,q23.2,20489
ENSG00000258645,HSPE1P2,14,1,64068227,64068532,q23.2,20052
ENSG00000202490,RNU6-597P,14,1,64084761,64084862,q23.2,47560
ENSG00000207172,RNU6-1162P,14,1,64097396,64097499,q23.2,48125
ENSG00000126821,SGPP1,14,-1,64150932,64194757,q23.2,17720
ENSG00000258778,EIF2S2P1,14,1,64201415,64202641,q23.2,ENSG00000258778;OTTHUMG00000171132;RP11-804M7.1
ENSG00000252749,RNU7-116P,14,1,64203162,64203223,q23.2,45650
ENSG00000270912,RPS28P1,14,1,64275264,64275450,q23.2,23561
ENSG00000054654,SYNE2,14,1,64319683,64693165,q23.2,17084
ENSG00000140009,ESR2,14,-1,64550950,64804830,q23.2-q23.3,3468
ENSG00000221537,MIR548H1,14,-1,64561742,64561843,q23.2,35342
ENSG00000234911,TEX21P,14,-1,64812889,64841384,q23.3,35455
ENSG00000100714,MTHFD1,14,1,64854749,64926722,q23.3,7432
ENSG00000089775,ZBTB25,14,-1,64915824,64971931,q23.3,13112
ENSG00000179841,AKAP5,14,1,64932217,64941221,q23.3,375
ENSG00000126804,ZBTB1,14,1,64970430,65000408,q23.3,20259
ENSG00000126803,HSPA2,14,1,65002623,65009955,q23.3,5235
ENSG00000165807,PPP1R36,14,1,65016620,65056098,q23.3,20097
ENSG00000259010,NUP50P1,14,-1,65066961,65068362,q23.3,ENSG00000259010;OTTHUMG00000171564;RP11-973N13.2
ENSG00000126822,PLEKHG3,14,1,65170820,65213610,q23.3,20364
ENSG00000070182,SPTB,14,-1,65213002,65346601,q23.3,11274
ENSG00000252497,RPPH1-2P,14,-1,65376206,65376498,q23.3,47029
ENSG00000258289,CHURC1,14,1,65381079,65411309,q23.3,20099
ENSG00000125954,CHURC1-FNTB,14,1,65381203,65528521,q23.3,42960
ENSG00000257365,FNTB,14,1,65381203,65529368,q23.3,3785
ENSG00000176153,GPX2,14,-1,65405870,65409531,q23.3,4554
ENSG00000139998,RAB15,14,-1,65412532,65439494,q23.3,20150
ENSG00000125952,MAX,14,-1,65472892,65569413,q23.3,6913
ENSG00000266531,MIR4706,14,1,65511406,65511487,q23.3,41576
ENSG00000222985,RNU2-14P,14,-1,65591070,65591260,q23.3,48507
ENSG00000255002,LINC02324,14,-1,65679611,65689065,q23.3,100128233;CTD-2509G16.2;ENSG00000255002;Hs.497323;OTTHUMG00000166151
ENSG00000258613,RPL21P7,14,-1,65733356,65734408,q23.3,19772
ENSG00000259078,PTBP1P,14,1,65745985,65747884,q23.3,20030
ENSG00000266740,MIR4708,14,-1,65801835,65801901,q23.3,41824
ENSG00000033170,FUT8,14,1,65877310,66210839,q23.3,4019
ENSG00000180662,RPL21P8,14,-1,65934525,65935059,q23.3,19779
ENSG00000207781,MIR625,14,1,65937820,65937904,q23.3,32881
ENSG00000258980,EIF1AXP2,14,-1,65995548,65996292,q23.3,44295
ENSG00000258629,NCOA4P1,14,-1,66346310,66347788,q23.3,CTD-2014B16.1;ENSG00000258629;OTTHUMG00000171174
ENSG00000258960,FTH1P13,14,-1,66367650,66368169,q23.3,CTD-2014B16.2;ENSG00000258960;OTTHUMG00000171175
ENSG00000224861,YBX1P1,14,-1,66479548,66480507,q23.3,8015
ENSG00000258502,LINC02290,14,1,66578299,66592565,q23.3,ENSG00000258502;Hs.569392;OTTHUMG00000171178;RP11-783L4.1
ENSG00000196553,CCDC196,14,1,66953072,66965271,q23.3,20100
ENSG00000171723,GPHN,14,1,66974125,67648520,q23.3,15465
ENSG00000172717,FAM71D,14,1,67656110,67695267,q23.3,20101
ENSG00000258988,SF3B4P1,14,1,67665779,67667044,q23.3,ENSG00000258988;OTTHUMG00000171221;RP11-125H8.1
ENSG00000072415,PALS1,14,1,67707826,67802536,q23.3,18669
ENSG00000100554,ATP6V1D,14,-1,67761088,67826982,q23.3,13527
ENSG00000134001,EIF2S1,14,1,67826714,67853233,q23.3,3265
ENSG00000100558,PLEK2,14,-1,67853700,67878917,q23.3,19238
ENSG00000265993,MIR5694,14,-1,67908572,67908647,q24.1,43530
ENSG00000198133,TMEM229B,14,-1,67913801,68000456,q24.1,20130
ENSG00000054690,PLEKHH1,14,1,68000018,68056329,q24.1,17733
ENSG00000100564,PIGH,14,-1,68048672,68067004,q24.1,8964
ENSG00000081181,ARG2,14,1,68086515,68118437,q24.1,664
ENSG00000100568,VTI1B,14,-1,68113792,68141548,q24.1,17793
ENSG00000258626,COX7A2P1,14,-1,68119017,68119331,q24.1,20006
ENSG00000272253,RNA5SP386,14,-1,68123822,68123928,q24.1,ENSG00000272253;RF00001
ENSG00000072042,RDH11,14,-1,68143518,68162531,q24.1,17964
ENSG00000139988,RDH12,14,1,68168603,68201169,q24.1,19977
ENSG00000241542,RN7SL369P,14,1,68172671,68172972,q24.1,46385
ENSG00000258618,RPL21P9,14,1,68181262,68181921,q24.1,19780
ENSG00000072121,ZFYVE26,14,-1,68194091,68283307,q24.1,20761
ENSG00000239820,RN7SL213P,14,-1,68217947,68218261,q24.1,46229
ENSG00000182185,RAD51B,14,1,68286496,69196935,q24.1,9822
ENSG00000244677,RN7SL706P,14,-1,68616337,68616625,q24.1,46722
ENSG00000243546,RN7SL108P,14,-1,68702962,68703256,q24.1,46124
ENSG00000258477,PPIAP6,14,-1,68888415,68888913,q24.1,20028
ENSG00000242941,RPL12P7,14,1,69159807,69160300,q24.1,CTD-2325P2.2;ENSG00000242941;OTTHUMG00000157970
ENSG00000207089,RNU6-921P,14,-1,69202639,69202745,q24.1,47884
ENSG00000185650,ZFP36L1,14,-1,69254377,69263190,q24.1,1107
ENSG00000270975,MAGOH3P,14,1,69328479,69329242,q24.1,ENSG00000270975;OTTHUMG00000184601;RP11-723P16.3
ENSG00000258565,BLZF2P,14,-1,69334574,69336668,q24.1,20049
ENSG00000072110,ACTN1,14,-1,69340860,69446157,q24.1,163
ENSG00000258967,HMGN1P3,14,-1,69354502,69354801,q24.1,23343
ENSG00000258531,BANF1P1,14,1,69403319,69403581,q24.1,20252
ENSG00000259062,ACTN1-DT,14,1,69446399,69454180,q24.1,20131
ENSG00000242293,RPS29P1,14,-1,69489867,69490025,q24.1,ENSG00000242293;OTTHUMG00000157974;RP11-226F19.1
ENSG00000139990,DCAF5,14,-1,69517598,69619867,q24.1,20224
ENSG00000259165,DDX18P1,14,1,69550115,69552106,q24.1,20007
ENSG00000081177,EXD2,14,1,69658228,69709075,q24.1,20217
ENSG00000100626,GALNT16,14,1,69725994,69821183,q24.1,23233
ENSG00000100632,ERH,14,-1,69846848,69865344,q24.1,3447
ENSG00000029364,SLC39A9,14,1,69864732,69929105,q24.1,20182
ENSG00000175985,PLEKHD1,14,1,69951409,69995215,q24.1,20148
ENSG00000267909,CCDC177,14,-1,70038216,70040339,q24.1,56936;CCDC177;ENSG00000267909;Hs.458319
ENSG00000100647,SUSD6,14,1,70078313,70181859,q24.1,19956
ENSG00000100650,SRSF5,14,1,70193617,70238722,q24.1-q24.2,10787
ENSG00000100652,SLC10A1,14,-1,70242134,70264006,q24.2,10905
ENSG00000198732,SMOC1,14,1,70320848,70499083,q24.2,20318
ENSG00000242071,RPL7AP6,14,-1,70352057,70352869,q24.2,19785
ENSG00000100678,SLC8A3,14,-1,70510934,70655787,q24.2,11070
ENSG00000235812,ADAM21P1,14,-1,70712208,70714518,q24.2,19822
ENSG00000133983,COX16,14,-1,70791798,70826448,q24.2,20213
ENSG00000258644,SYNJ2BP-COX16,14,-1,70793069,70883701,q24.2,48350
ENSG00000222640,RNU2-51P,14,1,70827609,70827805,q24.2,48544
ENSG00000213463,SYNJ2BP,14,-1,70838148,70883778,q24.2,18955
ENSG00000139985,ADAM21,14,1,70918874,70926622,q24.2,200
ENSG00000259158,ADAM20P1,14,-1,70935598,70950473,q24.2,20102
ENSG00000252263,RNU6-659P,14,1,70962824,70962927,q24.2,47622
ENSG00000134007,ADAM20,14,-1,70989075,71001732,q24.2,199
ENSG00000133997,MED6,14,-1,71047974,71067384,q24.2,19970
ENSG00000258951,KRT18P7,14,1,71061269,71062487,q24.2,20283
ENSG00000240837,RN7SL77P,14,1,71076803,71077094,q24.2,46093
ENSG00000133985,TTC9,14,1,71108504,71142077,q24.2,20267
ENSG00000258689,LINC01269,14,1,71165415,71178870,q24.2,ENSG00000258689;Hs.572296;OTTHUMG00000171248;RP6-65G23.1
ENSG00000006432,MAP3K9,14,-1,71189243,71276251,q24.2,6861
ENSG00000100731,PCNX1,14,1,71374122,71582099,q24.2,19740
ENSG00000258966,GTF3AP2,14,-1,71511092,71511357,q24.2,ENSG00000258966;OTTHUMG00000171287;RP5-1163L11.3
ENSG00000258571,PTTG4P,14,-1,71552199,71552550,q24.2,20055
ENSG00000197555,SIPA1L1,14,1,71787166,72207946,q24.2,20284
ENSG00000207444,SNORD56B,14,1,71865054,71865124,q24.2,19771
ENSG00000242330,RN7SL683P,14,1,71915406,71915673,q24.2,46699
ENSG00000182732,RGS6,14,1,72399156,73030654,q24.2,10002
ENSG00000205683,DPF3,14,-1,73086004,73360809,q24.2,17427
ENSG00000119599,DCAF4,14,1,73393040,73426411,q24.2,20229
ENSG00000165861,ZFYVE1,14,-1,73436159,73493920,q24.2,13180
ENSG00000241487,RN7SL586P,14,-1,73507329,73507622,q24.2,46602
ENSG00000119707,RBM25,14,1,73525144,73588122,q24.2,23244
ENSG00000080815,PSEN1,14,1,73603126,73690399,q24.2,9508
ENSG00000100767,PAPLN,14,1,73704205,73741348,q24.2,19262
ENSG00000252839,RNU6-419P,14,-1,73713526,73713588,q24.2,47382
ENSG00000133961,NUMB,14,-1,73741815,73930348,q24.2-q24.3,8060
ENSG00000187105,HEATR4,14,-1,73945189,74025651,q24.3,16761
ENSG00000170468,RIOX1,14,1,73957644,73960105,q24.3,AC005280.1;ENSG00000170468;Hs.509916;Hs.744165
ENSG00000184227,ACOT1,14,1,74003818,74010498,q24.3,33128
ENSG00000258408,NT5CP2,14,-1,74005925,74006485,q24.3,20047
ENSG00000119673,ACOT2,14,1,74034324,74042357,q24.3,18431
ENSG00000258524,NT5CP1,14,-1,74037863,74038371,q24.3,20046
ENSG00000177465,ACOT4,14,1,74058410,74063200,q24.3,19748
ENSG00000205669,ACOT6,14,1,74077649,74086592,q24.3,33159
ENSG00000258972,NDUFB8P1,14,1,74098179,74098723,q24.3,20023
ENSG00000119661,DNAL1,14,1,74111578,74170435,q24.3,23247
ENSG00000251907,RNU6-240P,14,-1,74126267,74126363,q24.3,47203
